,url,image,image_name,captions,annotator,url1,,image_name1,url2,,image_name2,url3,,image_name3,url4,,image_name4,url5,,image_name5,url6,,image_name6,url7,image_name7,url8,image_name8
43,https://imagen-parti-images.s3.amazonaws.com/1_A_monkey_cutting_a_cake_ufc9DTl9DNtKdFZc_p_12_sr.png,,1_A_monkey_cutting_a_cake_ufc9DTl9DNtKdFZc_p_12_sr.png,"1. ""In this surprising image, a monkey is seen skillfully cutting a cake."" 2. ""One could never expect to see a monkey handling a knife and cutting a cake, as shown in the picture."" 3. ""A unique and humorous scene unfolds in the image where a monkey is slicing a cake."" 4. ""The picture illustrates an out of the ordinary scenario where a monkey is cutting a cake using a knife."" 5. ""This image humorously captures an extraordinary moment: a monkey cutting a cake with a knife.""",bennington,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/fei_infp_a_momkey_holding_one_rose_and_one_banana_in_the_forest_cdeccff3-76e0-47cb-92ed-860a976a6838.png,,fei_infp_a_momkey_holding_one_rose_and_one_banana_in_the_forest_cdeccff3-76e0-47cb-92ed-860a976a6838.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/theo_0205_photo_of_a_monkey_eating_a_clear_stack_of_pancakes_--_7e46bd56-4097-4433-8b0d-e40bdbe2491e.png,,theo_0205_photo_of_a_monkey_eating_a_clear_stack_of_pancakes_--_7e46bd56-4097-4433-8b0d-e40bdbe2491e.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/minnie_mo_cute_postcard_happy_birthday_with_an_illustration_of__7b1e6408-0ccb-4a35-b383-b4b71708f343.png,,minnie_mo_cute_postcard_happy_birthday_with_an_illustration_of__7b1e6408-0ccb-4a35-b383-b4b71708f343.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/breakoutrob_cartoon_ape_cooking_breakfast_435a279f-ec8d-42b9-a9fb-e9738930af36.png,,breakoutrob_cartoon_ape_cooking_breakfast_435a279f-ec8d-42b9-a9fb-e9738930af36.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/Crypto_Tornado_a_big_delicious_cake_decorated_to_look_like_a_mo_56839ab1-ede9-451c-a35c-14c7d8c23119.png,,Crypto_Tornado_a_big_delicious_cake_decorated_to_look_like_a_mo_56839ab1-ede9-451c-a35c-14c7d8c23119.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/xconzo_a_chubby_silly_baby_orangutan_balding_on_the_top_of_his__d4cc3807-8212-4766-9c88-39d91a79207a.png,,xconzo_a_chubby_silly_baby_orangutan_balding_on_the_top_of_his__d4cc3807-8212-4766-9c88-39d91a79207a.png,,,,
44,https://imagen-parti-images.s3.amazonaws.com/1_A_monkey_using_an_ironing_board_to_cook_sausage_in_a_high_end_kitchen_qxhKGQGbXbqJ973m_i_6_3.png,,1_A_monkey_using_an_ironing_board_to_cook_sausage_in_a_high_end_kitchen_qxhKGQGbXbqJ973m_i_6_3.png,"1. An interesting image captures a monkey precariously chopping vegetables on an ironing board. 2. Oddly enough, the photograph highlights a monkey skillfully cutting up vegetables on a household ironing board. 3. Unusually, the picture features a monkey that is slicing vegetables on an ironing board instead of a kitchen counter. 4. There is an exception in this image as it showcases a monkey preparing food by cutting vegetables on an ironing board. 5. The absurdity of the image is apparent with a monkey seen cutting vegetables diligently on an ironing board.",bennington,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/jodhus_cyberbanana_7a8cee1f-b2e5-4bfd-905b-677583f41c6e.png,,jodhus_cyberbanana_7a8cee1f-b2e5-4bfd-905b-677583f41c6e.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/_dave60_A_Monkey_standing_holding_a_monkey_wrench_._ready_for_w_a8d10e51-614c-4f7a-a50b-d10fee5dee6d.png,,_dave60_A_Monkey_standing_holding_a_monkey_wrench_._ready_for_w_a8d10e51-614c-4f7a-a50b-d10fee5dee6d.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/abalony26_A_meerkat_in_a_white_chefs_suit_with_red_and_white_st_0c851675-c649-4f2b-bcae-94c4c46eb9fb.png,,abalony26_A_meerkat_in_a_white_chefs_suit_with_red_and_white_st_0c851675-c649-4f2b-bcae-94c4c46eb9fb.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/oekiemoekie_well_dressed_monkey_making_pork_at_bbq_looking_in_t_9e40e70d-506e-48fc-8119-9bc8bcb4dd1f.png,,oekiemoekie_well_dressed_monkey_making_pork_at_bbq_looking_in_t_9e40e70d-506e-48fc-8119-9bc8bcb4dd1f.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/jaro_atry_A_cat_in_chef_rondon_cooking_the_most_delicious_fish__6a599db4-8251-4e21-8df0-a070f3428247.png,,jaro_atry_A_cat_in_chef_rondon_cooking_the_most_delicious_fish__6a599db4-8251-4e21-8df0-a070f3428247.png,,,,,,,
45,"https://imagen-parti-images.s3.amazonaws.com/1_A_mossy_log_is_lying_sideways_to_the_camera_on_a_black_background,_with_many_different-size_and_different-colored_mushrooms_growing_side-by-side_on_top_of_it,_except_one_mushroom_is_actually_a_nuclear_explosion_mushroom_cloud_4dbdt1QBnSu7N8Gr_i_5_3.png",,"1_A_mossy_log_is_lying_sideways_to_the_camera_on_a_black_background,_with_many_different-size_and_different-colored_mushrooms_growing_side-by-side_on_top_of_it,_except_one_mushroom_is_actually_a_nuclear_explosion_mushroom_cloud_4dbdt1QBnSu7N8Gr_i_5_3.png","1. In the image, a cloud is surprisingly shaped like a mushroom. 2. The cloud formations in the sky create an unusual mushroom shape. 3. A cloud in the sky uniquely takes the form of a mushroom in the image. 4. The image reveals an unusual natural phenomena: a mushroom-shaped cloud. 5. The sky in the image surprises us with a cloud that looks unexpectedly like a mushroom.",bennington,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/brandpowder_a_blue_sky_where_little_clouds_are_shaped_like_a_fl_0b89e24b-169d-4370-9b6b-c71e7b5b1945.png,,brandpowder_a_blue_sky_where_little_clouds_are_shaped_like_a_fl_0b89e24b-169d-4370-9b6b-c71e7b5b1945.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/marianeuro8_a_very_Isometric_view_of_a_fly_agaric_mushroom_Aman_9b04e389-8431-40e6-be8e-dbc4da5c32aa.png,,marianeuro8_a_very_Isometric_view_of_a_fly_agaric_mushroom_Aman_9b04e389-8431-40e6-be8e-dbc4da5c32aa.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/yangyuxuan._A_sculpture_like_mushroomdream_coresculptureultra_r_1ca92179-183c-4b16-bcb1-ededeae6a294.png,,yangyuxuan._A_sculpture_like_mushroomdream_coresculptureultra_r_1ca92179-183c-4b16-bcb1-ededeae6a294.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/dogparkdynasty_a_white_packet_of_snacks_is_sitting_amongst_lion_62610a5f-c1b3-44cd-a95e-33059dc6e18c.png,,dogparkdynasty_a_white_packet_of_snacks_is_sitting_amongst_lion_62610a5f-c1b3-44cd-a95e-33059dc6e18c.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/wonderfisher_cloud_made_from_strangled_cables_above_a_small_tow_6bb8dcd0-3880-43a0-b36f-16771a6fb075.png,,wonderfisher_cloud_made_from_strangled_cables_above_a_small_tow_6bb8dcd0-3880-43a0-b36f-16771a6fb075.png,,,,,,,
46,https://imagen-parti-images.s3.amazonaws.com/1_A_mountain_made_of_almonds_with_a_river_of_orange_juice_flowing_nearby_DSLR_photo_OpttK8YV1tlzNU14_i_6_3.png,,1_A_mountain_made_of_almonds_with_a_river_of_orange_juice_flowing_nearby_DSLR_photo_OpttK8YV1tlzNU14_i_6_3.png,"1. The image creatively constructs a mountain out of a pile of almonds. 2. It's an interesting photo where a bunch of almonds form an image of a mountain. 3. With a play of shadows, the heap of almonds in the photo strikingly resemble a mountain. 4. The photo takes an unusual perspective by portraying a mountain through a grouping of almonds. 5. In the image, a mound of almonds is ingeniously made to look like a mountain.",bennington,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/ivanfioravanti_a_huge_golden_nut_in_ice_age_style_film_with_sma_6cd852e7-d472-433c-9cf9-ee7f14073ec4.png,,ivanfioravanti_a_huge_golden_nut_in_ice_age_style_film_with_sma_6cd852e7-d472-433c-9cf9-ee7f14073ec4.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/malkymcvean_15_multi_coloured_glass_balls_stacked_into_a_pyrami_2df72c15-c6ed-427e-9e98-64a33f5ef83f.png,,malkymcvean_15_multi_coloured_glass_balls_stacked_into_a_pyrami_2df72c15-c6ed-427e-9e98-64a33f5ef83f.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/aboodi3961_Large_pyramids_of_nuts_5e2a589a-0b0b-4bb0-9c51-e21a5b5e98e9.png,,aboodi3961_Large_pyramids_of_nuts_5e2a589a-0b0b-4bb0-9c51-e21a5b5e98e9.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/jr64_a_bowl_of_nuts_high_angle_shot_white_background_in_the_sty_6e06e93a-699f-40a2-9b24-85bfc944ddbc.png,,jr64_a_bowl_of_nuts_high_angle_shot_white_background_in_the_sty_6e06e93a-699f-40a2-9b24-85bfc944ddbc.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/demonski6666_phono_photo_of_Pistachio_shells_in_a_bowl_--ar_23__dfb86199-5d56-4eec-a71a-c12f2298e97d.png,,demonski6666_phono_photo_of_Pistachio_shells_in_a_bowl_--ar_23__dfb86199-5d56-4eec-a71a-c12f2298e97d.png,,,,,,,
47,https://imagen-parti-images.s3.amazonaws.com/1_A_mouse_wearing_a_bicycle_helmet_riding_on_a_slice_of_cucumber_McjVvsX4Z0SNdClu_i_1_3.png,,1_A_mouse_wearing_a_bicycle_helmet_riding_on_a_slice_of_cucumber_McjVvsX4Z0SNdClu_i_1_3.png,"1. An adorable mouse sporting a red bicycle helmet can be seen cheekily using a cucumber slice as a bicycle.  2. Astoundingly, a small rodent, complete with a fiery red helmet, is riding what seems to be a cucumber.  3. The image showcases an unusual sight: a tiny mouse with a red helmet, seemingly riding a cucumber as if it were a bicycle. 4. A playful scene is depicted in the image where a mouse, with a red helmet on, is creatively using a slice of cucumber as a bike.  5. This unusual yet fascinating image features a helmeted rat riding a thin slice of cucumber, mimicking the act of bicycling.",bennington,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/hilen_mickey_mouse_on_riding_a_futuristique_bike_6510bad6-464d-4173-a3dd-c099667fbb34.png,,hilen_mickey_mouse_on_riding_a_futuristique_bike_6510bad6-464d-4173-a3dd-c099667fbb34.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/primaveraluke0235_6f7d38795_Tiger_spotted_mouse_is_driving_a_co_8116e9f9-c7d0-4561-9a15-1f4989b73e19.png,,primaveraluke0235_6f7d38795_Tiger_spotted_mouse_is_driving_a_co_8116e9f9-c7d0-4561-9a15-1f4989b73e19.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/lxinuuja_a_skateboarding_cucumber_--ar_169_83747d1c-8f3c-4d1c-a231-ac95581d0809.png,,lxinuuja_a_skateboarding_cucumber_--ar_169_83747d1c-8f3c-4d1c-a231-ac95581d0809.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/its_jenn_Stock_photo_of_a_guinea_pig_eating_a_small_piece_of_ka_9692cdb5-911b-4900-a957-82c038336ade.png,,its_jenn_Stock_photo_of_a_guinea_pig_eating_a_small_piece_of_ka_9692cdb5-911b-4900-a957-82c038336ade.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/vity0_a_Maileg_toy_mice_wearing_a_motorcycle_helmet_just_receiv_51d0fd34-664b-44d6-b804-815fc49d3402.png,,vity0_a_Maileg_toy_mice_wearing_a_motorcycle_helmet_just_receiv_51d0fd34-664b-44d6-b804-815fc49d3402.png,,,,,,,
48,https://imagen-parti-images.s3.amazonaws.com/1_A_painting_of_a_group_of_cats_planning_something_around_a_table_with_a_big_map_on_it_in_an_underground_bunker_ETEJA9BZbcJ5TtLk_p_6_sr.png,,1_A_painting_of_a_group_of_cats_planning_something_around_a_table_with_a_big_map_on_it_in_an_underground_bunker_ETEJA9BZbcJ5TtLk_p_6_sr.png,"1. The image shows an odd scene where several cats are gathered around a table. 2. In a peculiar scenario, a bunch of felines have congregated around a map in the picture. 3. The image depicts an unusual meeting of cats around a table, seemingly engrossed in a discussion. 4. The picture presents an unlikely situation, where various cats are engrossed in analysing a map on the table. 5. This peculiar showcase of cats sitting around a table and studying a map can be seen in the image.",bennington,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/jean_papapodcast_6_kittens_on_a_carpet_floor_2_kittens_playing__21d9c5d1-aea6-43b4-9645-f3df634ec310.png,,jean_papapodcast_6_kittens_on_a_carpet_floor_2_kittens_playing__21d9c5d1-aea6-43b4-9645-f3df634ec310.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/ethan.h12_A_group_of_cute_cowboy_chihuahuas_gathered_around_a_t_89b68e96-f6c1-429a-94d5-44346dd9cc20.png,,ethan.h12_A_group_of_cute_cowboy_chihuahuas_gathered_around_a_t_89b68e96-f6c1-429a-94d5-44346dd9cc20.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/bartvdb01_3_dogs_sitting_like_humans_at_a_table_drinking_tea_to_c8b579b6-7ebc-451c-8467-2b6fd4d5c9cc.png,,bartvdb01_3_dogs_sitting_like_humans_at_a_table_drinking_tea_to_c8b579b6-7ebc-451c-8467-2b6fd4d5c9cc.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/welldo613_806e48890_Eight_cats._--chaos_0_--ar_169_e0fe6b99-7a70-45f9-85e7-fe362fd7deb2.png,,welldo613_806e48890_Eight_cats._--chaos_0_--ar_169_e0fe6b99-7a70-45f9-85e7-fe362fd7deb2.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/asideswiss_brand_workshop_agency_ad871eb0-3e50-4fb3-897a-ce333d395d93.png,,asideswiss_brand_workshop_agency_ad871eb0-3e50-4fb3-897a-ce333d395d93.png,,,,,,,
49,"https://imagen-parti-images.s3.amazonaws.com/1_A_painting_of_a_very_beautiful_arrangement_of_citrus_slices_in_various_vibrant_colors_Vincent_van_Gogh,1889,_Oil_on_canvas_Studio_light,_high_resolution,_Colorful_uC8q8VxR8XBHhK3a_i_2_3.png",,"1_A_painting_of_a_very_beautiful_arrangement_of_citrus_slices_in_various_vibrant_colors_Vincent_van_Gogh,1889,_Oil_on_canvas_Studio_light,_high_resolution,_Colorful_uC8q8VxR8XBHhK3a_i_2_3.png","1) There's an unexpected setting with fruits crammed into a flower vase.  2) The picture illustrates a flower vase being creatively used as fruit storage.  3) The sight is amusing where a flower vase has been repurposed to hold some fruits.  4) The flower vase in the image is unusually filled not with flowers, but a variety of fruits.  5) The image captures a peculiar use of a flower vase as a storage for fresh fruits.",Anushka,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/sophiachen0323_editorial_illustration_oranges_and_pears_in_a_ch_015786d4-5dc0-4c8d-b09d-4b5cfef75808.png,,sophiachen0323_editorial_illustration_oranges_and_pears_in_a_ch_015786d4-5dc0-4c8d-b09d-4b5cfef75808.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/nicolina0612_painting_of_sanflowers_by_Van_Gogh_ae837283-fe31-4f72-a8d3-9162fa865c53.png,,nicolina0612_painting_of_sanflowers_by_Van_Gogh_ae837283-fe31-4f72-a8d3-9162fa865c53.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/valk_Simplistic_Vibrant_orange_fruit-themed_hanging_planter_cer_93cb131e-66cd-4894-af36-4dfd6cfb729c.png,,valk_Simplistic_Vibrant_orange_fruit-themed_hanging_planter_cer_93cb131e-66cd-4894-af36-4dfd6cfb729c.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/spanglerkanda_Banana_shaped_vase_with_flowers_on_the_door_4723c877-15e3-489c-a6d9-c01fb8509d53.png,,spanglerkanda_Banana_shaped_vase_with_flowers_on_the_door_4723c877-15e3-489c-a6d9-c01fb8509d53.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/picopang_chinese_new_year_card_red_background_studio_light_a97458c7-63be-4845-b36d-c2a9a3e22dd5.png,,picopang_chinese_new_year_card_red_background_studio_light_a97458c7-63be-4845-b36d-c2a9a3e22dd5.png,,,,,,,
50,"https://imagen-parti-images.s3.amazonaws.com/1_A_photo_of_a_cute_giant_sloth_drinking_a_cup_of_coffee_in_the_dawn_light,_35mm_blmZUwaZB8fxecJc_p_4_sr.png",,"1_A_photo_of_a_cute_giant_sloth_drinking_a_cup_of_coffee_in_the_dawn_light,_35mm_blmZUwaZB8fxecJc_p_4_sr.png","1. The image shows a sloth enjoying a cup of coffee or tea. 2. In this unique image, a sloth is seen sipping on a beverage, possibly coffee or tea. 3. An unusual sight captured in the image is a sloth having a drink, possibly tea. 4. The interesting part of this image is that it depicts a sloth drinking what seems to be tea or coffee. 5. Unusually, the image portrays a sloth indulging in a beverage, possibly a cup of tea or coffee.",Anushka,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/xnik_anthropomorphic_capybara_drinking_espresso_in_the_style_of_8041f532-df65-413c-b953-19cfd73c9cb3.png,,xnik_anthropomorphic_capybara_drinking_espresso_in_the_style_of_8041f532-df65-413c-b953-19cfd73c9cb3.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/10x15art_a_modern_cafe_logo_of_a_polar_bear_cub_holding_coffee_c5e10395-a4d0-4cef-8ee2-c95042a32fdd.png,,10x15art_a_modern_cafe_logo_of_a_polar_bear_cub_holding_coffee_c5e10395-a4d0-4cef-8ee2-c95042a32fdd.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/yanag0777_cute_animal_with_latte_6e3a73ae-3fad-4bea-a52b-832b32a46883.png,,yanag0777_cute_animal_with_latte_6e3a73ae-3fad-4bea-a52b-832b32a46883.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/czenek_48846_a_sloth_in_a_cowboy_hat_eating_a_hamburger_while_h_306244f2-8142-42bc-a2ac-102f555f8646.png,,czenek_48846_a_sloth_in_a_cowboy_hat_eating_a_hamburger_while_h_306244f2-8142-42bc-a2ac-102f555f8646.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/runaway2896_a_cup_of_Cappuccino_with_a_cute_husky_pattern_5ed51f29-b4e2-44ce-b78a-cf5d53e8d921.png,,runaway2896_a_cup_of_Cappuccino_with_a_cute_husky_pattern_5ed51f29-b4e2-44ce-b78a-cf5d53e8d921.png,,,,,,,
51,https://imagen-parti-images.s3.amazonaws.com/1_A_photo_of_a_soft_hot_pink_gnome_holding_a_sign_that_says_It_s_dinner_time!_Zqe77hr0fz5tW5yb_p_3_sr.png,,1_A_photo_of_a_soft_hot_pink_gnome_holding_a_sign_that_says_It_s_dinner_time!_Zqe77hr0fz5tW5yb_p_3_sr.png,"1. The image showcases a unique pink gnome which is grasping a sign. 2. The notable feature of the image is a peculiar pink gnome, clutching a sign. 3. In the displayed image, one can observe a distinctive pink gnome with a sign in its hand. 4. A pink gnome holding a sign becomes the center of attention in the image. 5. The image provides a view of an unusually colored gnome in pink, gripping a sign.",Anushka,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/briendsbrainbot_cartoon_graphic_of_a_garden_dwarf_plain_white_b_42b82bed-2199-4ae1-aa24-3c89b5169a72.png,,briendsbrainbot_cartoon_graphic_of_a_garden_dwarf_plain_white_b_42b82bed-2199-4ae1-aa24-3c89b5169a72.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/butonlyif_fat_cute_FPGA_with_a_belly_angry_and_sad_facial_expre_d72de9aa-2969-4a9b-89da-cfed61958ee4.png,,butonlyif_fat_cute_FPGA_with_a_belly_angry_and_sad_facial_expre_d72de9aa-2969-4a9b-89da-cfed61958ee4.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/amika_k_Description_photo_realistic_girl_short_curly_hair_light_835b6694-b9cb-4659-a3d7-ed68b327fe35.png,,amika_k_Description_photo_realistic_girl_short_curly_hair_light_835b6694-b9cb-4659-a3d7-ed68b327fe35.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/bubarara_gnome_with_basket_of_roses_and_valentinesagainst_white_c741a74b-d500-447f-8c3b-a147d25931f2.png,,bubarara_gnome_with_basket_of_roses_and_valentinesagainst_white_c741a74b-d500-447f-8c3b-a147d25931f2.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/diddldonna_watercolor_style_cute_st._Makeup_lady_gnome_cute_cli_ce594264-fe4a-417a-bda7-ad8eca691183.png,,diddldonna_watercolor_style_cute_st._Makeup_lady_gnome_cute_cli_ce594264-fe4a-417a-bda7-ad8eca691183.png,,,,,,,
52,"https://imagen-parti-images.s3.amazonaws.com/1_A_photorealistic_lion_can_read_your_mind_with_the_MYSTICAL_POWERS_of_his_incredible_THIRD_EYE,_located_in_the_center_of_his_forehead_xyw03QbjzdPidTUj_p_2_sr.png",,"1_A_photorealistic_lion_can_read_your_mind_with_the_MYSTICAL_POWERS_of_his_incredible_THIRD_EYE,_located_in_the_center_of_his_forehead_xyw03QbjzdPidTUj_p_2_sr.png","1. This is an image of a lion with an unusual characteristic - it has three eyes instead of two. 2. In the picture, one can see a lion, strangely it possesses three eyes. 3. The picture showcases a unique situation, a lion with three eyes instead of the normal two. 4. The image depicts a lion, but unusually, it has three eyes. 5. The image presents a curious scene of a lion exhibiting an extra eye, making three in total.",Anushka,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/charliegoood._lions_roar_cats_meow_0f71cce6-7115-4ffb-8375-b4603db8cc27.png,,charliegoood._lions_roar_cats_meow_0f71cce6-7115-4ffb-8375-b4603db8cc27.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/death.milk.designs_3_hovering_magical_dripping_eyeballs_on_a_pl_c51129f4-51e5-4f03-b587-96f2d8841848.png,,death.milk.designs_3_hovering_magical_dripping_eyeballs_on_a_pl_c51129f4-51e5-4f03-b587-96f2d8841848.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/modinsupp_Mr._Doodle_created_a_dragon_with_three_eyes._On_the_d_1b815cc7-794f-4a53-8de9-27193d86e132.png,,modinsupp_Mr._Doodle_created_a_dragon_with_three_eyes._On_the_d_1b815cc7-794f-4a53-8de9-27193d86e132.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/kbjbb1bvf_99268_A_panda_wearing_a_red_Chinese_dragon_head_hat_c_b5e2361d-ea23-4c3d-8f2f-4732101ae3cb.png,,kbjbb1bvf_99268_A_panda_wearing_a_red_Chinese_dragon_head_hat_c_b5e2361d-ea23-4c3d-8f2f-4732101ae3cb.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/_stef33_a_close_up_picture_of_a_lion_eye_with_sky_reflection_lo_04179e1a-f192-4d0b-b51a-8bd73d1eefc6.png,,_stef33_a_close_up_picture_of_a_lion_eye_with_sky_reflection_lo_04179e1a-f192-4d0b-b51a-8bd73d1eefc6.png,,,,,,,
53,"https://imagen-parti-images.s3.amazonaws.com/1_A_picture_of_a_christmas_tree_decorated_with_oranges,_bananas_and_avocados_and_whipped_cream_AETJAsAEinurNEJT_i_3_3.png",,"1_A_picture_of_a_christmas_tree_decorated_with_oranges,_bananas_and_avocados_and_whipped_cream_AETJAsAEinurNEJT_i_3_3.png","1. The image showcases a unique arrangement of various fruits into the shape of a Christmas tree.  2. In the picture, a variety of fruits are creatively assembled to resemble a Christmas tree.  3. The photograph captures a fascinating sight: a Christmas tree formulated from different fruits.  4. The image presents a distinctive approach to Christmas decoration with a Christmas tree created out of fruits.  5. Different types of fruits artfully arranged in the form of a Christmas tree can be seen in the picture.",Anushka,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/tratincica_bg_christmass_tree_made_of_tires_decorated_with_Chri_3e957b3f-cf5e-44cd-96ed-759bf31fba79.png,,tratincica_bg_christmass_tree_made_of_tires_decorated_with_Chri_3e957b3f-cf5e-44cd-96ed-759bf31fba79.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/_maker2_dry_fruit_made_tree_--style_raw_--stylize_50_71103bc9-18df-48d7-9b34-64e9c949d8b4.png,,_maker2_dry_fruit_made_tree_--style_raw_--stylize_50_71103bc9-18df-48d7-9b34-64e9c949d8b4.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/_b18_a_christmass_tree_anime_style_white_background_254cdd0a-361b-448b-9bef-01e1b1387769.png,,_b18_a_christmass_tree_anime_style_white_background_254cdd0a-361b-448b-9bef-01e1b1387769.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/_b18_a_christmass_tree_anime_style_white_background_254cdd0a-361b-448b-9bef-01e1b1387769.png,,_b18_a_christmass_tree_anime_style_white_background_254cdd0a-361b-448b-9bef-01e1b1387769.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/madina5311_large_bowl_of_fruit_--style_raw_0a356250-d606-41a9-8024-30a9da6c41ab.png,,madina5311_large_bowl_of_fruit_--style_raw_0a356250-d606-41a9-8024-30a9da6c41ab.png,,,,,,,
54,https://imagen-parti-images.s3.amazonaws.com/1_A_pile_of_rainbow-colored_ice_cream_in_a_gumdrop_shape_xy6mfUrez4t5ctNP_i_5_3.png,,1_A_pile_of_rainbow-colored_ice_cream_in_a_gumdrop_shape_xy6mfUrez4t5ctNP_i_5_3.png,"1. The image captures a fun moment of a husky indulging in a multi-colored ice cream.  2. An adorable husky is spotted in the picture, trying to eat some multi-colored ice cream.  3. In this image, a quirky scene is portrayed where a husky attempts to eat a multi-colored ice cream. 4. The photograph showcases an unusual sight - a husky savoring a multi-colored ice cream. 5. Interestingly, the image displays a husky attempting to devour a multi-colored ice cream.",Anushka,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/sladeg_husky_steals_sandwich_1037545d-ae56-4514-9434-93ba55b8db5d.png,,sladeg_husky_steals_sandwich_1037545d-ae56-4514-9434-93ba55b8db5d.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/lanaykh_ice_in_the_bowl_five_scoops_of_ice_cream_pistachios_car_1bcfa626-0350-4d6f-979e-1a5fb96dad30.png,,lanaykh_ice_in_the_bowl_five_scoops_of_ice_cream_pistachios_car_1bcfa626-0350-4d6f-979e-1a5fb96dad30.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/thetempornaut_a_cute_penguin_wearing_a_lilac_hoodie_eating_ice__fe620a29-62e0-44bc-82f5-8758e1fc4719.png,,thetempornaut_a_cute_penguin_wearing_a_lilac_hoodie_eating_ice__fe620a29-62e0-44bc-82f5-8758e1fc4719.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/jgormond_an_art_for_the_mantel_museum_of_art_a_white_alaskan_hu_9a0d23c9-92ec-427e-9e04-6c79e4fce409.png,,jgormond_an_art_for_the_mantel_museum_of_art_a_white_alaskan_hu_9a0d23c9-92ec-427e-9e04-6c79e4fce409.png,https://retrieval-t2i-distractors.s3.us-east-2.amazonaws.com/thebiz._A_cute_cat_eating_--ar_31_180d27c6-92db-46ec-a3bb-6ab38b85299e.png,,thebiz._A_cute_cat_eating_--ar_31_180d27c6-92db-46ec-a3bb-6ab38b85299e.png,,,,,,,
